	Unnamed: 0	gene_id	gene_name
4061	4061.0	ENSG00000249081	OR5M14P
4062	4062.0	ENSG00000250710	OR7E99P
4063	4063.0	ENSG00000137757	CASP5
4064	4064.0	ENSG00000272494	OR1X1P
4065	4065.0	ENSG00000236791	OR2AI1P
4066	4066.0	ENSG00000138794	CASP6
4067	4067.0	ENSG00000216629	OR2W4P
4068	4068.0	ENSG00000168126	OR2W6P
4069	4069.0	ENSG00000214344	OR4F13P
4070	4070.0	ENSG00000232459	OR4F14P
4071	4071.0	ENSG00000182854	OR4F15
4072	4072.0	ENSG00000284662	OR4F16
4073	4073.0	ENSG00000165806	CASP7
4074	4074.0	ENSG00000221858	OR2A12
4075	4075.0	ENSG00000273234	OR2A13P
4076	4076.0	ENSG00000221938	OR2A14
4077	4077.0	ENSG00000239981	OR2A15P
4078	4078.0	ENSG00000244623	OR2AE1
4079	4079.0	ENSG00000217874	OR4F7P
4080	4080.0	ENSG00000064012	CASP8
4081	4081.0	ENSG00000225781	OR6V1
4082	4082.0	ENSG00000179420	OR6W1P
4083	4083.0	ENSG00000179468	OR9A2
4084	4084.0	ENSG00000240031	OR9A3P
4085	4085.0	ENSG00000258083	OR9A4
4086	4086.0	ENSG00000244292	OR9N1P
4087	4087.0	ENSG00000239293	OR9P1P
4088	4088.0	ENSG00000177306	OR7E125P
4089	4089.0	ENSG00000118412	CASP8AP2
4090	4090.0	ENSG00000277556	OR13C5
4091	4091.0	ENSG00000179443	OR13C6P
4092	4092.0	ENSG00000243641	OR13C7
4093	4093.0	ENSG00000186943	OR13C8
4094	4094.0	ENSG00000136839	OR13C9
4095	4095.0	ENSG00000237443	OR13D2P
4096	4096.0	ENSG00000188712	OR13D3P
4097	4097.0	ENSG00000236083	OR13E1P
4098	4098.0	ENSG00000168828	OR13J1
4099	4099.0	ENSG00000132906	CASP9
4100	4100.0	ENSG00000171496	OR1L8
4101	4101.0	ENSG00000171501	OR1N2
4102	4102.0	ENSG00000236110	OR2AM1P
4103	4103.0	ENSG00000270432	OR7E108P
4104	4104.0	ENSG00000236316	OR7E109P
4105	4105.0	ENSG00000143318	CASQ1
4106	4106.0	ENSG00000225072	OR7E116P
4107	4107.0	ENSG00000233685	OR6L1P
4108	4108.0	ENSG00000273327	OR6L2P
4109	4109.0	ENSG00000235623	OR7E110P
4110	4110.0	ENSG00000182531	OR7E115P
4111	4111.0	ENSG00000273336	OR7M1P
4112	4112.0	ENSG00000236981	OR10G9
4113	4113.0	ENSG00000118729	CASQ2
4114	4114.0	ENSG00000170782	OR10A4
4115	4115.0	ENSG00000166363	OR10A5
4116	4116.0	ENSG00000279000	OR10A6
4117	4117.0	ENSG00000180475	OR10Q1
4118	4118.0	ENSG00000272900	OR10Q2P
4119	4119.0	ENSG00000172289	OR10V1
4120	4120.0	ENSG00000255538	OR10V2P
4121	4121.0	ENSG00000254743	OR10V3P
4122	4122.0	ENSG00000172772	OR10W1
4123	4123.0	ENSG00000036828	CASR
4124	4124.0	ENSG00000254403	OR10Y1P
4125	4125.0	ENSG00000197887	OR1S2
4126	4126.0	ENSG00000279486	OR2AG1
4127	4127.0	ENSG00000188124	OR2AG2
4128	4128.0	ENSG00000232511	OR2AH1P
4129	4129.0	ENSG00000254475	OR2AT1P
4130	4130.0	ENSG00000178358	OR2D3
4131	4131.0	ENSG00000255493	OR4A10P
4132	4132.0	ENSG00000254663	OR4A11P
4133	4133.0	ENSG00000254723	OR4A12P
4134	4134.0	ENSG00000153113	CAST
4135	4135.0	ENSG00000181950	OR4A13P
4136	4136.0	ENSG00000254962	OR4A14P
4137	4137.0	ENSG00000181958	OR4A15
4138	4138.0	ENSG00000181961	OR4A16
4139	4139.0	ENSG00000255196	OR4A17P
4140	4140.0	ENSG00000254637	OR4A18P
4141	4141.0	ENSG00000254940	OR4A19P
4142	4142.0	ENSG00000181943	OR4A21P
4143	4143.0	ENSG00000227547	OR4A2P
4144	4144.0	ENSG00000121691	CAT
4145	4145.0	ENSG00000254464	OR4A3P
4146	4146.0	ENSG00000254769	OR4A4P
4147	4147.0	ENSG00000221840	OR4A5
4148	4148.0	ENSG00000255078	OR4A6P
4149	4149.0	ENSG00000255349	OR4A7P
4150	4150.0	ENSG00000225997	OR4A8
4151	4151.0	ENSG00000254891	OR4A9P
4152	4152.0	ENSG00000172188	OR4C11
4153	4153.0	ENSG00000221954	OR4C12
4154	4154.0	ENSG00000258817	OR4C13
4155	4155.0	ENSG00000233301	OR4C14P
4156	4156.0	ENSG00000181939	OR4C15
4157	4157.0	ENSG00000279514	OR4C16
4158	4158.0	ENSG00000254466	OR4D10
4159	4159.0	ENSG00000176200	OR4D11
4160	4160.0	ENSG00000166884	OR4D6
4161	4161.0	ENSG00000254770	OR4D7P
4162	4162.0	ENSG00000204989	OR4D8P
4163	4163.0	ENSG00000172742	OR4D9
4164	4164.0	ENSG00000181927	OR4P4
4165	4165.0	ENSG00000255560	OR4R2P
4166	4166.0	ENSG00000254624	OR4R3P
4167	4167.0	ENSG00000174982	OR4S2
4168	4168.0	ENSG00000172208	OR4X2
4169	4169.0	ENSG00000230484	OR51A10P
4170	4170.0	ENSG00000197023	OR51A6P
4171	4171.0	ENSG00000176895	OR51A7
4172	4172.0	ENSG00000197984	OR51A8P
4173	4173.0	ENSG00000180723	OR51A9P
4174	4174.0	ENSG00000197674	OR51C1P
4175	4175.0	ENSG00000197428	OR51D1
4176	4176.0	ENSG00000180785	OR51E1
4177	4177.0	ENSG00000167332	OR51E2
4178	4178.0	ENSG00000280021	OR51F1
4179	4179.0	ENSG00000176925	OR51F2
4180	4180.0	ENSG00000176893	OR51G2
4181	4181.0	ENSG00000198217	OR51H2P
4182	4182.0	ENSG00000167359	OR51I1
4183	4183.0	ENSG00000187918	OR51I2
4184	4184.0	ENSG00000248424	OR51K1P
4185	4185.0	ENSG00000237272	OR51R1P
4186	4186.0	ENSG00000176922	OR51S1
4187	4187.0	ENSG00000176900	OR51T1
4188	4188.0	ENSG00000180909	OR52B1P
4189	4189.0	ENSG00000255307	OR52B2
4190	4190.0	ENSG00000175800	OR52B3P
4191	4191.0	ENSG00000221996	OR52B4
4192	4192.0	ENSG00000231049	OR52B5P
4193	4193.0	ENSG00000187747	OR52B6
4194	4194.0	ENSG00000181609	OR52D1
4195	4195.0	ENSG00000180974	OR52E4
4196	4196.0	ENSG00000277932	OR52E5
4197	4197.0	ENSG00000205409	OR52E6
4198	4198.0	ENSG00000233563	OR52E7P
4199	4199.0	ENSG00000183269	OR52E8
4200	4200.0	ENSG00000181616	OR52H1
4201	4201.0	ENSG00000248553	OR52H2P
4202	4202.0	ENSG00000232268	OR52I1
4203	4203.0	ENSG00000226288	OR52I2
4204	4204.0	ENSG00000196778	OR52K1
4205	4205.0	ENSG00000181963	OR52K2
4206	4206.0	ENSG00000225101	OR52K3P
4207	4207.0	ENSG00000197790	OR52M1
4208	4208.0	ENSG00000226616	OR52M2P
4209	4209.0	ENSG00000180988	OR52N2
4210	4210.0	ENSG00000236965	OR52N3P
4211	4211.0	ENSG00000181074	OR52N4
4212	4212.0	ENSG00000181009	OR52N5
4213	4213.0	ENSG00000181109	OR52P1P
4214	4214.0	ENSG00000171999	OR52P2P
4215	4215.0	ENSG00000277514	OR52Q1P
4216	4216.0	ENSG00000279270	OR52R1
4217	4217.0	ENSG00000233646	OR52T1P
4218	4218.0	ENSG00000232381	OR52U1P
4219	4219.0	ENSG00000249633	OR52V1P
4220	4220.0	ENSG00000175485	OR52W1
4221	4221.0	ENSG00000231070	OR52Y1P
4222	4222.0	ENSG00000231548	OR55B1P
4223	4223.0	ENSG00000255481	OR56A7P
4224	4224.0	ENSG00000181023	OR56B1
4225	4225.0	ENSG00000181017	OR56B2P
4226	4226.0	ENSG00000180913	OR56B3P
4227	4227.0	ENSG00000180919	OR56B4
4228	4228.0	ENSG00000172324	OR5A2
4229	4229.0	ENSG00000255083	OR5AK1P
4230	4230.0	ENSG00000181273	OR5AK2
4231	4231.0	ENSG00000181282	OR5AK3P
4232	4232.0	ENSG00000283307	OR5AK4P
4233	4233.0	ENSG00000255172	OR5AM1P
4234	4234.0	ENSG00000176495	OR5AN1
4235	4235.0	ENSG00000235678	OR5AN2P
4236	4236.0	ENSG00000254795	OR5AP1P
4237	4237.0	ENSG00000172464	OR5AP2
4238	4238.0	ENSG00000184741	OR5AQ1P
4239	4239.0	ENSG00000172459	OR5AR1
4240	4240.0	ENSG00000181785	OR5AS1
4241	4241.0	ENSG00000180714	OR5AZ1P
4242	4242.0	ENSG00000273408	OR5B15P
4243	4243.0	ENSG00000197786	OR5B17
4244	4244.0	ENSG00000255431	OR5B19P
4245	4245.0	ENSG00000105974	CAV1
4246	4246.0	ENSG00000255303	OR5BA1P
4247	4247.0	ENSG00000198261	OR5BB1P
4248	4248.0	ENSG00000255218	OR5BC1P
4249	4249.0	ENSG00000225538	OR5BE1P
4250	4250.0	ENSG00000272569	OR5BL1P
4251	4251.0	ENSG00000254848	OR5BN1P
4252	4252.0	ENSG00000273255	OR5BP1P
4253	4253.0	ENSG00000273228	OR5BQ1P
4254	4254.0	ENSG00000255386	OR5BR1P
4255	4255.0	ENSG00000105971	CAV2
4256	4256.0	ENSG00000279761	OR5D13
4257	4257.0	ENSG00000186113	OR5D14
4258	4258.0	ENSG00000255019	OR5D15P
4259	4259.0	ENSG00000205029	OR5D16
4260	4260.0	ENSG00000181837	OR5D17P
4261	4261.0	ENSG00000186119	OR5D18
4262	4262.0	ENSG00000182365	OR5F2P
4263	4263.0	ENSG00000241356	OR5G3
4264	4264.0	ENSG00000255485	OR5G4P
4265	4265.0	ENSG00000205025	OR5G5P
4266	4266.0	ENSG00000182533	CAV3
4267	4267.0	ENSG00000254834	OR5M10
4268	4268.0	ENSG00000255223	OR5M11
4269	4269.0	ENSG00000197866	OR5M12P
4270	4270.0	ENSG00000166693	OR5M13P
4271	4271.0	ENSG00000150269	OR5M9
4272	4272.0	ENSG00000227892	OR5P4P
4273	4273.0	ENSG00000181718	OR5T2
4274	4274.0	ENSG00000172489	OR5T3
4275	4275.0	ENSG00000227806	OR5W1P
4276	4276.0	ENSG00000187612	OR5W2
4277	4277.0	ENSG00000107745	MICU1
4278	4278.0	ENSG00000184933	OR6A2
4279	4279.0	ENSG00000279051	OR6Q1
4280	4280.0	ENSG00000238161	OR7E117P
4281	4281.0	ENSG00000254593	OR7E126P
4282	4282.0	ENSG00000228915	OR7E128P
4283	4283.0	ENSG00000255510	OR8A2P
4284	4284.0	ENSG00000170953	OR8B12
4285	4285.0	ENSG00000181767	OR8H2
4286	4286.0	ENSG00000181761	OR8H3
4287	4287.0	ENSG00000172154	OR8I2
4288	4288.0	ENSG00000254658	OR8J2
4289	4289.0	ENSG00000167822	OR8J3
4290	4290.0	ENSG00000280314	OR8K3
4291	4291.0	ENSG00000254947	OR8K4P
4292	4292.0	ENSG00000181752	OR8K5
4293	4293.0	ENSG00000254903	OR8L1P
4294	4294.0	ENSG00000255341	OR8Q1P
4295	4295.0	ENSG00000256347	OR8R1P
4296	4296.0	ENSG00000174914	OR9G1
4297	4297.0	ENSG00000254825	OR9G2P
4298	4298.0	ENSG00000181325	OR9G3P
4299	4299.0	ENSG00000172457	OR9G4
4300	4300.0	ENSG00000186508	OR9I2P
4301	4301.0	ENSG00000272685	OR9I3P
4302	4302.0	ENSG00000186124	OR9M1P
4303	4303.0	ENSG00000186513	OR9Q2
4304	4304.0	ENSG00000179919	OR10A7
4305	4305.0	ENSG00000227423	OR10U1P
4306	4306.0	ENSG00000224709	OR11M1P
4307	4307.0	ENSG00000179615	OR2AP1
4308	4308.0	ENSG00000272963	OR7A19P
4309	4309.0	ENSG00000196534	OR9K1P
4310	4310.0	ENSG00000170605	OR9K2
4311	4311.0	ENSG00000224622	OR9R1P
4312	4312.0	ENSG00000182613	OR2V2
4313	4313.0	ENSG00000227019	OR7E101P
4314	4314.0	ENSG00000219926	OR7E104P
4315	4315.0	ENSG00000231667	OR7E111P
4316	4316.0	ENSG00000258468	OR11G1P
4317	4317.0	ENSG00000196832	OR11G2
4318	4318.0	ENSG00000176198	OR11H4
4319	4319.0	ENSG00000258625	OR11H5P
4320	4320.0	ENSG00000176219	OR11H6
4321	4321.0	ENSG00000079102	RUNX1T1
4322	4322.0	ENSG00000258806	OR11H7
4323	4323.0	ENSG00000176253	OR4K13
4324	4324.0	ENSG00000169484	OR4K14
4325	4325.0	ENSG00000169488	OR4K15
4326	4326.0	ENSG00000258822	OR4K16P
4327	4327.0	ENSG00000176230	OR4K17
4328	4328.0	ENSG00000176246	OR4L1
4329	4329.0	ENSG00000184394	OR4N5
4330	4330.0	ENSG00000196383	OR4Q2
4331	4331.0	ENSG00000078699	CBFA2T2
4332	4332.0	ENSG00000258641	OR4T1P
4333	4333.0	ENSG00000258899	OR4U1P
4334	4334.0	ENSG00000169327	OR5AU1
4335	4335.0	ENSG00000181803	OR6S1
4336	4336.0	ENSG00000258423	OR7E105P
4337	4337.0	ENSG00000258550	OR7E106P
4338	4338.0	ENSG00000258275	OR7K1P
4339	4339.0	ENSG00000258721	OR11H3P
4340	4340.0	ENSG00000129993	CBFA2T3
4341	4341.0	ENSG00000258855	OR11J2P
4342	4342.0	ENSG00000283680	OR11K1P
4343	4343.0	ENSG00000184140	OR4F6
4344	4344.0	ENSG00000274102	OR4M2
4345	4345.0	ENSG00000259435	OR4N3P
4346	4346.0	ENSG00000183706	OR4N4
4347	4347.0	ENSG00000285135	OR4Q1P
4348	4348.0	ENSG00000175398	OR10P1
4349	4349.0	ENSG00000176695	OR4F17
4350	4350.0	ENSG00000176231	OR10H4
4351	4351.0	ENSG00000172519	OR10H5
4352	4352.0	ENSG00000067955	CBFB
4353	4353.0	ENSG00000267450	OR1AB1P
4354	4354.0	ENSG00000181733	OR2Z1
4355	4355.0	ENSG00000266971	OR4F8P
4356	4356.0	ENSG00000269678	OR7A18P
4357	4357.0	ENSG00000229349	ACTG1P9
4358	4358.0	ENSG00000170099	SERPINA6
4359	4359.0	ENSG00000179381	OR4K11P
4360	4360.0	ENSG00000218549	OR4K12P
4361	4361.0	ENSG00000130538	OR11H1
4362	4362.0	ENSG00000229082	OR5AW1P
4363	4363.0	ENSG00000242610	OR5BH1P
4364	4364.0	ENSG00000249730	OR10J4
4365	4365.0	ENSG00000110395	CBL
4366	4366.0	ENSG00000170356	OR2A20P
4367	4367.0	ENSG00000114423	CBLB
4368	4368.0	ENSG00000203664	OR2W5P
4369	4369.0	ENSG00000182652	OR4Q3
4370	4370.0	ENSG00000102924	CBLN1
4371	4371.0	ENSG00000196578	OR5AC2
4372	4372.0	ENSG00000172362	OR5B12
4373	4373.0	ENSG00000257792	OR5BJ1P
4374	4374.0	ENSG00000179695	OR6C2
4375	4375.0	ENSG00000205329	OR6C3
4376	4376.0	ENSG00000141668	CBLN2
4377	4377.0	ENSG00000105618	PRPF31
4378	4378.0	ENSG00000171914	TLN2
4379	4379.0	ENSG00000173905	GOLIM4
4380	4380.0	ENSG00000105198	LGALS13
4381	4381.0	ENSG00000152291	TGOLN2
4382	4382.0	ENSG00000135052	GOLM1
4383	4383.0	ENSG00000113384	GOLPH3
4384	4384.0	ENSG00000182827	ACBD3
4385	4385.0	ENSG00000108061	SHOC2
4386	4386.0	ENSG00000012174	MBTPS2
4387	4387.0	ENSG00000140943	MBTPS1
4388	4388.0	ENSG00000187848	P2RX2
4389	4389.0	ENSG00000149257	SERPINH1
4390	4390.0	ENSG00000157445	CACNA2D3
4391	4391.0	ENSG00000145050	MANF
4392	4392.0	ENSG00000109445	ZNF330
4393	4393.0	ENSG00000174915	PTDSS2
4394	4394.0	ENSG00000133710	SPINK5
4395	4395.0	ENSG00000171723	GPHN
4396	4396.0	ENSG00000103175	WFDC1
4397	4397.0	ENSG00000168589	DYNLRB2
4398	4398.0	ENSG00000125971	DYNLRB1
4399	4399.0	ENSG00000116675	DNAJC6
4400	4400.0	ENSG00000126698	DNAJC8
4401	4401.0	ENSG00000118514	ALDH8A1
4402	4402.0	ENSG00000128918	ALDH1A2
4403	4403.0	ENSG00000162526	TSSK3
4404	4404.0	ENSG00000161681	SHANK1
4405	4405.0	ENSG00000172382	PRSS27
4406	4406.0	ENSG00000088986	DYNLL1
4407	4407.0	ENSG00000149451	ADAM33
4408	4408.0	ENSG00000197140	ADAM32
4409	4409.0	ENSG00000159228	CBR1
4410	4410.0	ENSG00000139734	DIAPH3
4411	4411.0	ENSG00000254521	SIGLEC12
4412	4412.0	ENSG00000006837	CDKL3
4413	4413.0	ENSG00000174446	SNAPC5
4414	4414.0	ENSG00000231165	TRBV26OR9-2
4415	4415.0	ENSG00000213672	NCKIPSD
4416	4416.0	ENSG00000139921	TMX1
4417	4417.0	ENSG00000110944	IL23A
4418	4418.0	ENSG00000130844	ZNF331
4419	4419.0	ENSG00000159231	CBR3
4420	4420.0	ENSG00000268581	SIGLEC18P
4421	4421.0	ENSG00000154122	ANKH
4422	4422.0	ENSG00000116667	C1orf21
4423	4423.0	ENSG00000244482	LILRA6
4424	4424.0	ENSG00000186152	LILRP1
4425	4425.0	ENSG00000170858	LILRP2
4426	4426.0	ENSG00000231340	ACTG1P10
4427	4427.0	ENSG00000160200	CBS
4428	4428.0	ENSG00000167615	LENG8
4429	4429.0	ENSG00000105617	LENG1
4430	4430.0	ENSG00000239961	LILRA4
4431	4431.0	ENSG00000133243	BTBD2
4432	4432.0	ENSG00000125505	MBOAT7
4433	4433.0	ENSG00000170892	TSEN34
4434	4434.0	ENSG00000219262	OR2E1P
4435	4435.0	ENSG00000177192	PUS1
4436	4436.0	ENSG00000108468	CBX1
4437	4437.0	ENSG00000180068	OR3A4P
4438	4438.0	ENSG00000162738	VANGL2
4439	4439.0	ENSG00000173218	VANGL1
4440	4440.0	ENSG00000185420	SMYD3
4441	4441.0	ENSG00000073921	PICALM
4442	4442.0	ENSG00000130762	ARHGEF16
4443	4443.0	ENSG00000103489	XYLT1
4444	4444.0	ENSG00000015532	XYLT2
4445	4445.0	ENSG00000132912	DCTN4
4446	4446.0	ENSG00000261236	BOP1
4447	4447.0	ENSG00000173894	CBX2
4448	4448.0	ENSG00000139679	LPAR6
4449	4449.0	ENSG00000182132	KCNIP1
4450	4450.0	ENSG00000120049	KCNIP2
4451	4451.0	ENSG00000115041	KCNIP3
4452	4452.0	ENSG00000182162	P2RY8
4453	4453.0	ENSG00000179528	LBX2
4454	4454.0	ENSG00000134962	KLB
4455	4455.0	ENSG00000100532	CGRRF1
4456	4456.0	ENSG00000165246	NLGN4Y
4457	4457.0	ENSG00000122565	CBX3
4458	4458.0	ENSG00000130338	TULP4
4459	4459.0	ENSG00000117395	EBNA1BP2
4460	4460.0	ENSG00000166086	JAM3
4461	4461.0	ENSG00000187678	SPRY4
4462	4462.0	ENSG00000167858	TEKT1
4463	4463.0	ENSG00000170983	LINC00208
4464	4464.0	ENSG00000141582	CBX4
4465	4465.0	ENSG00000236827	LINC00529
4466	4466.0	ENSG00000177710	SLC35G5
4467	4467.0	ENSG00000154316	TDH
4468	4468.0	ENSG00000184608	FAM167A-AS1
4469	4469.0	ENSG00000154319	FAM167A
4470	4470.0	ENSG00000094916	CBX5
4471	4471.0	ENSG00000054267	ARID4B
4472	4472.0	ENSG00000136697	IL1F10
4473	4473.0	ENSG00000198445	CCT8L2
4474	4474.0	ENSG00000169314	C22orf15
4475	4475.0	ENSG00000250479	CHCHD10
4476	4476.0	ENSG00000183741	CBX6
4477	4477.0	ENSG00000136695	IL36RN
4478	4478.0	ENSG00000136694	IL36A
4479	4479.0	ENSG00000125571	IL37
4480	4480.0	ENSG00000136696	IL36B
4481	4481.0	ENSG00000186867	QRFPR
4482	4482.0	ENSG00000132323	ILKAP
4483	4483.0	ENSG00000198478	SH3BGRL2
4484	4484.0	ENSG00000142669	SH3BGRL3
4485	4485.0	ENSG00000154040	CABYR
4486	4486.0	ENSG00000100307	CBX7
4487	4487.0	ENSG00000258484	SPESP1
4488	4488.0	ENSG00000163825	RTP3
4489	4489.0	ENSG00000152217	SETBP1
4490	4490.0	ENSG00000023287	RB1CC1
4491	4491.0	ENSG00000071909	MYO3B
4492	4492.0	ENSG00000261150	EPPK1
4493	4493.0	ENSG00000135597	REPS1
4494	4494.0	ENSG00000171206	TRIM8
4495	4495.0	ENSG00000178104	PDE4DIP
4496	4496.0	ENSG00000008197	TFAP2D
4497	4497.0	ENSG00000181143	MUC16
4498	4498.0	ENSG00000188501	LCTL
4499	4499.0	ENSG00000142765	SYTL1
4500	4500.0	ENSG00000137501	SYTL2
4501	4501.0	ENSG00000128594	LRRC4
4502	4502.0	ENSG00000164674	SYTL3
4503	4503.0	ENSG00000102362	SYTL4
4504	4504.0	ENSG00000147041	SYTL5
4505	4505.0	ENSG00000198844	ARHGEF15
4506	4506.0	ENSG00000184402	SS18L1
4507	4507.0	ENSG00000008324	SS18L2
4508	4508.0	ENSG00000138231	DBR1
4509	4509.0	ENSG00000221955	SLC12A8
4510	4510.0	ENSG00000163755	HPS3
4511	4511.0	ENSG00000105697	HAMP
4512	4512.0	ENSG00000118496	FBXO30
4513	4513.0	ENSG00000171101	SIGLEC17P
4514	4514.0	ENSG00000141293	SKAP1
4515	4515.0	ENSG00000109270	LAMTOR3
4516	4516.0	ENSG00000102606	ARHGEF7
4517	4517.0	ENSG00000166197	NOLC1
4518	4518.0	ENSG00000268336	SIGLEC20P
4519	4519.0	ENSG00000269253	SIGLEC21P
4520	4520.0	ENSG00000268849	SIGLEC22P
4521	4521.0	ENSG00000269021	SIGLEC24P
4522	4522.0	ENSG00000269580	SIGLEC27P
4523	4523.0	ENSG00000268267	SIGLEC29P
4524	4524.0	ENSG00000142512	SIGLEC10
4525	4525.0	ENSG00000182747	SLC35D3
4526	4526.0	ENSG00000161640	SIGLEC11
4527	4527.0	ENSG00000224896	SIGLEC30P
4528	4528.0	ENSG00000160961	ZNF333
4529	4529.0	ENSG00000151779	NBAS
4530	4530.0	ENSG00000244682	FCGR2C
4531	4531.0	ENSG00000170340	B3GNT2
4532	4532.0	ENSG00000113649	TCERG1
4533	4533.0	ENSG00000196664	TLR7
4534	4534.0	ENSG00000101916	TLR8
4535	4535.0	ENSG00000239732	TLR9
4536	4536.0	ENSG00000174123	TLR10
4537	4537.0	ENSG00000171097	KYAT1
4538	4538.0	ENSG00000122550	KLHL7
4539	4539.0	ENSG00000144648	ACKR2
4540	4540.0	ENSG00000268101	CYP2G2P
4541	4541.0	ENSG00000167600	CYP2S1
4542	4542.0	ENSG00000214881	TMEM14DP
4543	4543.0	ENSG00000169962	TAS1R3
4544	4544.0	ENSG00000042813	ZPBP
4545	4545.0	ENSG00000136731	UGGT1
4546	4546.0	ENSG00000102595	UGGT2
4547	4547.0	ENSG00000105887	MTPN
4548	4548.0	ENSG00000164691	TAGAP
4549	4549.0	ENSG00000167604	NFKBID
4550	4550.0	ENSG00000086848	ALG9
4551	4551.0	ENSG00000146247	PHIP
4552	4552.0	ENSG00000157216	SSBP3
4553	4553.0	ENSG00000130511	SSBP4
4554	4554.0	ENSG00000107854	TNKS2
4555	4555.0	ENSG00000151967	SCHIP1
4556	4556.0	ENSG00000077063	CTTNBP2
4557	4557.0	ENSG00000185972	CCIN
4558	4558.0	ENSG00000137877	SPTBN5
4559	4559.0	ENSG00000173889	PHC3
4560	4560.0	ENSG00000176383	B3GNT4
4561	4561.0	ENSG00000176597	B3GNT5
4562	4562.0	ENSG00000174684	B4GAT1
4563	4563.0	ENSG00000005020	SKAP2
4564	4564.0	ENSG00000276545	PCDHGB9P
4565	4565.0	ENSG00000253546	IGLVVI-22-1
4566	4566.0	ENSG00000187094	CCK
4567	4567.0	ENSG00000253779	IGLVVI-25-1
4568	4568.0	ENSG00000254073	IGLVVII-41-1
4569	4569.0	ENSG00000253874	IGLVIV-66-1
4570	4570.0	ENSG00000271138	IGLVIVOR22-1
4571	4571.0	ENSG00000243519	IGLVIVOR22-2
4572	4572.0	ENSG00000254127	IGLCOR22-1
4573	4573.0	ENSG00000271093	IGLCOR22-2
4574	4574.0	ENSG00000160714	UBE2Q1
4575	4575.0	ENSG00000163394	CCKAR
4576	4576.0	ENSG00000131013	PPIL4
4577	4577.0	ENSG00000139725	RHOF
4578	4578.0	ENSG00000183250	LINC01547
4579	4579.0	ENSG00000170915	PAQR8
4580	4580.0	ENSG00000110148	CCKBR
4581	4581.0	ENSG00000122367	LDB3
4582	4582.0	ENSG00000227725	POLR2MP1
4583	4583.0	ENSG00000089053	ANAPC5
4584	4584.0	ENSG00000138095	LRPPRC
4585	4585.0	ENSG00000130479	MAP1S
4586	4586.0	ENSG00000051620	HEBP2
4587	4587.0	ENSG00000179409	GEMIN4
4588	4588.0	ENSG00000154856	APCDD1
4589	4589.0	ENSG00000154358	OBSCN
4590	4590.0	ENSG00000196792	STRN3
4591	4591.0	ENSG00000090372	STRN4
4592	4592.0	ENSG00000158525	CPA5
4593	4593.0	ENSG00000187172	BAGE2
4594	4594.0	ENSG00000001631	KRIT1
4595	4595.0	ENSG00000183853	KIRREL1
4596	4596.0	ENSG00000167861	HID1
4597	4597.0	ENSG00000198774	RASSF9
4598	4598.0	ENSG00000128510	CPA4
4599	4599.0	ENSG00000136688	IL36G
4600	4600.0	ENSG00000164010	ERMAP
4601	4601.0	ENSG00000025772	TOMM34
4602	4602.0	ENSG00000171864	PRND
4603	4603.0	ENSG00000198183	BPIFA1
4604	4604.0	ENSG00000125868	DSTN
4605	4605.0	ENSG00000125814	NAPB
4606	4606.0	ENSG00000101335	MYL9
4607	4607.0	ENSG00000124224	PPP4R1L
4608	4608.0	ENSG00000125775	SDCBP2
4609	4609.0	ENSG00000089012	SIRPG
4610	4610.0	ENSG00000130706	ADRM1
4611	4611.0	ENSG00000174325	DIRC1
4612	4612.0	ENSG00000130703	OSBPL2
4613	4613.0	ENSG00000101343	CRNKL1
4614	4614.0	ENSG00000132664	POLR3F
4615	4615.0	ENSG00000118707	TGIF2
4616	4616.0	ENSG00000124217	MOCS3
4617	4617.0	ENSG00000101126	ADNP
4618	4618.0	ENSG00000073712	FERMT2
4619	4619.0	ENSG00000060491	OGFR
4620	4620.0	ENSG00000205309	NT5M
4621	4621.0	ENSG00000133101	CCNA1
4622	4622.0	ENSG00000116996	ZP4
4623	4623.0	ENSG00000088882	CPXM1
4624	4624.0	ENSG00000066777	ARFGEF1
4625	4625.0	ENSG00000234801	MORF4
4626	4626.0	ENSG00000170948	MBD3L1
4627	4627.0	ENSG00000261279	ULK4P1
4628	4628.0	ENSG00000260128	ULK4P2
4629	4629.0	ENSG00000178081	ULK4P3
4630	4630.0	ENSG00000145386	CCNA2
4631	4631.0	ENSG00000166664	CHRFAM7A
4632	4632.0	ENSG00000285077	ARHGAP11B
4633	4633.0	ENSG00000198826	ARHGAP11A
4634	4634.0	ENSG00000168038	ULK4
4635	4635.0	ENSG00000253810	PSAT1P1
4636	4636.0	ENSG00000259512	HNRNPA1P5
4637	4637.0	ENSG00000133317	LGALS12
4638	4638.0	ENSG00000164024	METAP1
4639	4639.0	ENSG00000134057	CCNB1
4640	4640.0	ENSG00000101464	PIGU
4641	4641.0	ENSG00000149531	FRG1BP
4642	4642.0	ENSG00000238151	MLLT10P1
4643	4643.0	ENSG00000101278	RPS10P5
4644	4644.0	ENSG00000101104	PABPC1L
4645	4645.0	ENSG00000101363	MANBAL
4646	4646.0	ENSG00000157456	CCNB2
4647	4647.0	ENSG00000088340	FER1L4
4648	4648.0	ENSG00000130700	GATA5
4649	4649.0	ENSG00000132623	ANKEF1
4650	4650.0	ENSG00000125850	OVOL2
4651	4651.0	ENSG00000147174	GCNA
4652	4652.0	ENSG00000198185	ZNF334
4653	4653.0	ENSG00000198026	ZNF335
